1.159939711214974523e-05 9.028787644638214260e-06 5.257346913367655361e-08 5.817022156406892464e-06 2.616062744209557422e-08 9.986741542816162109e-01 1.299308729358017445e-03
2.098142977047245950e-05 9.889311194419860840e-01 2.004441630560904741e-04 7.430211175233125687e-03 1.162100932560861111e-03 2.120661549270153046e-03 1.344757474726065993e-04
3.847625009711919120e-07 9.998501539230346680e-01 1.368823632219573483e-05 2.486636185494717211e-05 2.343453343200962991e-05 7.372716481768293306e-06 8.002134563867002726e-05
8.148400176821724017e-09 5.182606400921940804e-04 9.993385672569274902e-01 1.386145304422825575e-04 4.195893410496864817e-09 4.435744813235942274e-06 4.369895023614844831e-08
4.438604082679376006e-05 2.053559322590103875e-09 2.445238897053059191e-05 2.189263454965839628e-07 2.410154593235347420e-05 6.580515037057921290e-05 9.998410940170288086e-01
3.966275130551366601e-07 7.207933094832696952e-07 2.964751620311290026e-04 5.447365083455224521e-07 1.246398915100144222e-05 6.308375741355121136e-04 9.990586638450622559e-01
6.586733070435002446e-05 1.398780659656040370e-05 9.926464557647705078e-01 7.221931591629981995e-03 2.474946086294949055e-05 2.449653402436524630e-05 2.456520860505406745e-06
2.036613864220271353e-07 1.557097561999398749e-07 2.171494634239934385e-05 5.708824392058886588e-05 9.999083280563354492e-01 1.235660056408960372e-05 1.490697911776805995e-07
9.999998807907104492e-01 7.200813431857203128e-14 2.019842959555262496e-08 5.344363840364962925e-11 2.136419929854582733e-09 1.325954173125865054e-07 2.820091893340759270e-08
6.209446000866591930e-04 3.804577136179432273e-05 1.027902253554202616e-04 5.190497613511979580e-04 4.692806978709995747e-04 1.018416020087897778e-03 9.972315430641174316e-01
1.332380925305187702e-04 2.509436853870283812e-06 7.356204878306016326e-05 5.702058479073457420e-05 1.948084309697151184e-02 9.802004098892211914e-01 5.243772466201335192e-05
1.339820032697502938e-09 1.849246977769780642e-08 2.951244141513598152e-06 5.788163282005598376e-09 4.202116770102293231e-07 2.062657586066052318e-06 9.999945163726806641e-01
1.373433333355933428e-04 1.302162111471716344e-08 2.012986224144697189e-03 3.877317431033588946e-05 9.974128603935241699e-01 2.946478780359029770e-04 1.034097222145646811e-04
2.854892677817133517e-08 9.998801946640014648e-01 1.191504452435765415e-06 4.765252742799930274e-05 6.229795690160244703e-05 2.160132225981215015e-06 6.442263384087709710e-06
5.441729626909364015e-07 7.226760499179363251e-04 1.488258858444169164e-04 9.988868832588195801e-01 8.087025344138965011e-05 1.602480624569579959e-04 8.887632851894977648e-10
1.704128226265311241e-03 7.897586328908801079e-05 8.452289737761020660e-03 3.493252769112586975e-02 2.473960164934396744e-03 2.543135881423950195e-01 6.980445384979248047e-01
1.534642413147935258e-10 2.412046569588710554e-06 9.999940395355224609e-01 3.240066689613740891e-06 1.612439457128467257e-12 2.990435064020857681e-07 5.492952581676036061e-08
7.465217095159459859e-06 2.323708031326532364e-03 1.155785139417275786e-04 3.802128601819276810e-03 9.931607246398925781e-01 5.153336678631603718e-04 7.510502473451197147e-05
2.304873532921192236e-06 5.804586589164273391e-09 4.558477940008742735e-06 3.647942321549635381e-07 9.998600482940673828e-01 7.970012666191905737e-05 5.292965215630829334e-05
4.889883566647768021e-04 7.731807158961601090e-07 7.544623076682910323e-05 1.974696666002273560e-02 3.278696676716208458e-03 9.763944745063781738e-01 1.468215577915543690e-05
3.981518759132995910e-08 8.032737142116275209e-09 5.709507968276739120e-05 4.371844966044591274e-07 9.999078512191772461e-01 1.251237699761986732e-05 2.203370604547671974e-05
2.003310584086648305e-07 1.362858620268525556e-05 3.322383417980745435e-05 9.987223744392395020e-01 2.108998387484462000e-06 1.228424138389527798e-03 2.086269468293266982e-08
6.137648597359657288e-05 1.672823782428167760e-05 2.919676189776510000e-04 4.519295544014312327e-05 1.874565896287094802e-05 5.068051628768444061e-03 9.944979548454284668e-01
9.971561431884765625e-01 5.962990030639048200e-07 7.661017589271068573e-04 2.351711154915392399e-04 4.537123913905816153e-06 1.827065832912921906e-03 1.038251139107160270e-05
6.315743327140808105e-01 3.437656050664372742e-05 2.456119060516357422e-01 1.138793677091598511e-01 2.387605374678969383e-03 5.790855735540390015e-03 7.215951918624341488e-04
3.053440887015312910e-04 1.300091767575395352e-08 1.685029244981706142e-03 2.908968781412113458e-06 9.841933846473693848e-01 1.198527479573385790e-05 1.380126457661390305e-02
1.660648223378302646e-07 3.783990791816904675e-07 2.672326627362053841e-05 3.223047428946301807e-07 1.083544430002802983e-05 1.614065513422247022e-05 9.999455213546752930e-01
3.581752825994044542e-04 2.421354292891919613e-05 2.020265674218535423e-05 8.166595101356506348e-01 2.843658148776739836e-04 1.826201081275939941e-01 3.333368294988758862e-05
1.158233864373414690e-08 2.813069158946746029e-06 9.998667240142822266e-01 1.297140843234956264e-04 1.536088313838779307e-12 7.620073461112042423e-07 2.861272885290588874e-10
2.479203249095007777e-05 4.216080355945450719e-07 1.503924409007595386e-06 2.617130288854241371e-03 8.722057032173324842e-08 9.973560571670532227e-01 2.615003147354855173e-08
1.687621930614113808e-03 6.152162677608430386e-04 1.832583075156435370e-05 1.340785238426178694e-04 1.026217360049486160e-04 1.221962049603462219e-01 8.752459287643432617e-01
8.828942554828245193e-06 3.189102244505193084e-07 4.777271169587038457e-05 6.248934369068592787e-05 9.989379048347473145e-01 9.369415347464382648e-04 5.657915608026087284e-06
9.999358654022216797e-01 9.460336958255766149e-10 1.967206117114983499e-06 2.616585516079794616e-05 4.316236257295713585e-08 3.533484050421975553e-05 4.828833652936737053e-07
9.985248446464538574e-01 1.049391400442800659e-07 2.435183560010045767e-04 2.738851471804082394e-04 1.403123224008595571e-05 8.479462121613323689e-04 9.565974323777481914e-05
4.795716904482105747e-06 9.394059777259826660e-01 2.780106104910373688e-02 2.095610462129116058e-02 4.914032251690514386e-05 1.176998671144247055e-02 1.287261511606629938e-05
1.243472297574044205e-06 2.779093932758769370e-08 2.904701659645070322e-06 6.312956247711554170e-05 9.991763234138488770e-01 7.551545277237892151e-04 1.155722429757588543e-06
9.998489618301391602e-01 7.746827623833496546e-10 8.560560672776773572e-06 2.387872427789261565e-06 5.030301053920993581e-06 1.325657358393073082e-04 2.406841531410464086e-06
6.864169677101017442e-08 4.789296781382290646e-07 4.853519385505933315e-06 4.598590749083086848e-06 9.999828338623046875e-01 3.415812216189806350e-06 3.753965984287788160e-06
9.218711966241244227e-06 1.029389636642008554e-06 1.282823650399222970e-04 5.266374864731915295e-05 1.233099610544741154e-04 1.083320705220103264e-03 9.986022114753723145e-01
9.979736208915710449e-01 2.494058151114586508e-07 2.717144889174960554e-05 1.342236355412751436e-04 1.763567524903919548e-06 1.854585018008947372e-03 8.466731742373667657e-06
3.612175987655064091e-06 2.375028174128601677e-08 3.834357194136828184e-04 2.294077830811147578e-06 9.991575479507446289e-01 4.217523674014955759e-04 3.132456913590431213e-05
