3.089462097705109045e-06 2.352717274334281683e-05 6.600778590382105904e-08 6.323511479422450066e-05 4.922602414580978802e-08 9.986674785614013672e-01 1.242612255737185478e-03
3.113909406238235533e-05 9.900100827217102051e-01 2.313717996003106236e-04 5.304554477334022522e-03 1.444223686121404171e-03 2.415967173874378204e-03 5.626720376312732697e-04
2.906613190134521574e-07 9.999126195907592773e-01 2.205211967520881444e-05 2.359666177653707564e-05 7.347577138716587797e-06 6.144132385088596493e-06 2.799833055178169161e-05
3.058322040061511871e-09 1.180848994408734143e-04 9.998347759246826172e-01 3.877613562508486211e-05 6.104607930268457494e-09 8.274573701783083379e-06 7.741556373730418272e-08
1.148499286500737071e-04 2.029688950244690204e-08 1.662713293626438826e-05 4.823035624212934636e-07 9.608125765225850046e-06 1.207550158142112195e-04 9.997376799583435059e-01
4.524212329215515638e-07 1.982784851861651987e-06 1.067371122189797461e-04 1.925324113472015597e-07 2.008581941481679678e-05 4.788680525962263346e-04 9.993916749954223633e-01
4.616099467966705561e-04 8.430893103650305420e-06 9.982022047042846680e-01 1.223704195581376553e-03 1.413320751453284174e-05 8.814354805508628488e-05 1.746785869727318641e-06
4.233572326484136283e-06 7.698265847011498408e-08 5.220881212153472006e-05 4.514789543463848531e-05 9.997547268867492676e-01 1.421348424628376961e-04 1.439947254766593687e-06
9.999973773956298828e-01 6.159821374626455945e-15 1.792226811403452302e-08 9.963824904035689656e-11 2.451542746584323140e-09 2.580105274319066666e-06 8.526833283895030036e-08
3.023927856702357531e-04 6.674951237073400989e-06 2.237106236862018704e-04 4.757431088364683092e-05 6.148086395114660263e-04 2.388133900240063667e-03 9.964166879653930664e-01
4.074411117471754551e-04 4.969291467205039226e-07 2.599156687210779637e-05 3.355932858539745212e-05 3.007942065596580505e-02 9.691545367240905762e-01 2.986917097587138414e-04
5.115270429456586498e-09 6.223799431381848990e-08 8.715632247913163155e-06 3.063103548583967495e-08 4.774253739014966413e-07 3.822050075541483238e-06 9.999868869781494141e-01
3.617475449573248625e-04 1.476696209756767075e-09 4.274795064702630043e-04 9.306899301009252667e-06 9.989738464355468750e-01 2.004127600230276585e-04 2.724839941947720945e-05
5.434559469108535268e-09 9.999157190322875977e-01 6.773259286774191423e-08 7.173369795054895803e-06 7.452458521584048867e-05 4.888368607680604327e-07 2.033288183156400919e-06
2.120194579902090481e-07 1.963229384273290634e-03 3.744404530152678490e-04 9.972998499870300293e-01 4.540412192000076175e-05 3.169841074850410223e-04 2.889568306851941770e-10
1.033146516419947147e-03 3.206425753887742758e-04 5.709355231374502182e-03 3.048743493854999542e-02 1.003142632544040680e-02 5.347928404808044434e-01 4.176251292228698730e-01
1.356341844394037821e-10 1.672695179877337068e-05 9.999810457229614258e-01 1.533171598566696048e-06 2.313917113472285791e-11 5.238667881712899543e-07 1.840857919432892231e-07
1.069791778718354180e-05 2.914626966230571270e-04 2.353959425818175077e-04 1.316530397161841393e-03 9.969916343688964844e-01 1.002789242193102837e-03 1.515703770564869046e-04
1.381401943945093080e-06 4.747350956790796772e-09 1.349788544757757336e-05 1.996972827100762515e-07 9.999226331710815430e-01 3.235862823203206062e-05 2.997199590026866645e-05
2.554574050009250641e-03 2.006116801567259245e-07 3.104212810285389423e-04 1.944540441036224365e-02 2.938400488346815109e-03 9.747377634048461914e-01 1.327131303696660325e-05
7.379015301012259442e-07 7.312051852892409443e-09 9.564261745254043490e-06 2.448065572480118135e-07 9.999541044235229492e-01 9.101971954805776477e-06 2.618912731122691184e-05
3.804662185302731814e-07 9.597952885087579489e-05 3.395092207938432693e-04 9.949445128440856934e-01 2.721515920711681247e-05 4.592083394527435303e-03 3.280399596405914053e-07
3.560125696822069585e-05 2.313407821930013597e-05 4.426196755957789719e-05 5.690364105248590931e-06 8.886820069164969027e-06 2.330186311155557632e-03 9.975522160530090332e-01
9.414254426956176758e-01 8.526077408532728441e-07 1.627589925192296505e-03 1.056192559190094471e-03 5.653339485434116796e-07 5.588417872786521912e-02 5.107408469484653324e-06
5.563467741012573242e-01 7.572623871965333819e-05 3.709535598754882812e-01 6.775351613759994507e-02 1.001788536086678505e-03 3.326065605506300926e-03 5.425664130598306656e-04
1.101994072087109089e-03 8.017471131438469456e-09 4.084064159542322159e-03 8.503721460328961257e-07 9.748812913894653320e-01 3.892340828315354884e-05 1.989286392927169800e-02
3.776646508413250558e-06 7.012995411059819162e-07 2.124558377545326948e-04 8.134014137795020360e-07 1.932928535097744316e-05 7.269482011906802654e-05 9.996902942657470703e-01
5.139704444445669651e-04 1.465631612518336624e-05 2.933397190645337105e-04 3.608101010322570801e-01 4.678629193222150207e-05 6.382256150245666504e-01 9.558030433254316449e-05
6.283027986775380214e-10 1.030295243253931403e-05 9.994974136352539062e-01 4.918409977108240128e-04 1.557978225597000943e-11 4.292888604595646029e-07 4.899837133254258958e-11
3.832087259070249274e-06 3.194519138105533784e-07 4.371781869849655777e-07 2.970027504488825798e-03 7.569315840783019667e-09 9.970254302024841309e-01 4.245434670480108252e-09
5.954768275842070580e-04 3.154334845021367073e-04 6.042433142283698544e-06 1.909690035972744226e-04 1.117925567086786032e-04 1.011354848742485046e-01 8.976447582244873047e-01
4.539373185252770782e-05 9.197934787152917124e-07 3.043070610146969557e-04 3.069337108172476292e-04 9.970021843910217285e-01 2.297926461324095726e-03 4.230261401971802115e-05
9.994938373565673828e-01 3.987107310976512053e-10 2.934113808805705048e-06 3.130507830064743757e-04 7.376775301715099431e-10 1.900975912576541305e-04 1.117574921494224327e-08
9.969733953475952148e-01 6.087032655699431416e-09 1.828308159019798040e-04 9.340480901300907135e-04 1.081590835383394733e-05 1.751575851812958717e-03 1.473348092986270785e-04
1.780234015313908458e-05 9.553624987602233887e-01 1.618700288236141205e-02 2.498789876699447632e-02 9.420499554835259914e-05 3.341152332723140717e-03 9.393474101671017706e-06
4.179352799837943166e-06 3.783576119076315081e-07 1.572558176121674478e-05 1.034470333252102137e-04 9.973027706146240234e-01 2.569588832557201385e-03 3.751159965759143233e-06
9.989650249481201172e-01 8.596934275573175910e-11 1.955524930963292718e-05 8.841172530082985759e-06 1.481925937696360052e-05 9.876228868961334229e-04 4.131718924327287823e-06
3.927006844151037512e-07 7.693228326388634741e-06 3.124514842056669295e-05 2.104580926243215799e-05 9.997943043708801270e-01 1.416060258634388447e-04 3.684628609335049987e-06
5.508541562448954210e-06 1.746984366945980582e-06 1.480212813476100564e-05 9.637781658966559917e-06 1.836221053963527083e-05 1.161940512247383595e-03 9.987880587577819824e-01
9.947193861007690430e-01 8.038345526983903255e-07 1.402094349032267928e-04 3.091827384196221828e-04 1.568664970363897737e-06 4.819648806005716324e-03 9.214114470523782074e-06
