"","X0.1","X1.1","X2.1","X3.1","X4.1","X5.1","X6.1"
"1",0.000305771805211663,3.70487897054684e-05,0.00342995950441847,0.00282301485420126,7.13861444079827e-05,0.988084504298896,0.00524831460315942
"2",7.519284576287e-06,0.963455491425157,0.00154236291640566,0.0084794567773788,0.00172976742169495,0.0236791500672126,0.00110625210757426
"3",2.74189981728945e-06,0.990822678715409,0.00444595537755179,0.00199793536853428,0.00036030802130027,0.000969011605684672,0.00140136901170316
"4",3.62113178015315e-06,0.000433603281452251,0.997644098861909,0.0004630399329093,2.77322410537253e-05,0.00103483408455568,0.000393070466340158
"5",0.000600125796427007,7.06800706186128e-05,0.000254798616374604,0.000104935408794379,0.000402204850378213,5.03044761029997e-05,0.998516950781304
"6",1.40508855815038e-05,0.000127165435972385,0.0320493770087843,0.00012345752624932,0.000462082025748487,0.000925925446870835,0.966297941670793
"7",0.00101297479817604,3.1063414268369e-05,0.990573908364525,0.00762764047717035,0.000276252541802896,0.000247320773300058,0.000230839630757576
"8",3.46818235064785e-05,1.07759786308964e-05,0.000591911285247928,0.000925391151966215,0.99688582296172,0.00145455724718193,9.68595517468908e-05
"9",0.999929825965334,3.3643941355087e-11,5.43010568721284e-07,9.81505505613234e-09,1.71183517060568e-08,6.8775724601509e-05,8.28332445331422e-07
"10",0.00601925538166221,4.34964581225664e-05,0.000328482844178207,0.000417059701780998,0.00228191802799124,0.00426304204085517,0.98664674554541
"11",0.00176716184448784,1.26492467852167e-05,8.89282351271533e-06,0.000298835805088034,0.0342808615761396,0.959779740841333,0.00385185786265364
"12",2.22834570943888e-07,1.02417921888455e-05,0.000286139282507145,6.42488851175547e-05,9.69460622888803e-05,9.11302960130149e-05,0.999451070847314
"13",0.0161955342308615,6.90449040415568e-05,0.0119723323948367,0.000544191784824582,0.96171383587935,0.00393680051869903,0.00556826028738694
"14",5.91850601355826e-08,0.995703076016922,0.00031692844218916,0.00281523066298086,0.000558776550096079,0.000343680007083123,0.000262249135668923
"15",6.42782313870247e-06,0.0075329276040803,0.000960655548319989,0.982941233526092,0.000852173860011029,0.00770250940447376,4.07223388446265e-06
"16",0.00535445277201661,0.000149668526901186,0.00690810525216744,0.166668267450419,0.0672381710274175,0.0981674670098666,0.655513867961211
"17",5.69548079432128e-07,7.94566497349492e-05,0.993755062207473,0.000195768871261544,2.81122412682864e-08,0.000127900332763438,0.00584121427844636
"18",1.74409367195792e-05,0.0276645015383642,0.00415943560738998,0.00692762603188507,0.924527054077911,0.0298865939804399,0.00681734782729011
"19",7.29205010233174e-05,3.44418689438845e-06,1.00910101566072e-05,2.07479456111958e-06,0.997897363186449,0.00114724520442773,0.000866861116487699
"20",0.00666681255844327,2.52397544851656e-05,2.5143502204956e-05,0.0146626565149639,0.00992272307913973,0.968629356446051,6.80681447123129e-05
"21",1.82596514383707e-05,1.60792086579516e-05,0.00101147206864038,0.000105906336000775,0.995085645426671,0.000221926433825998,0.00354071087476523
"22",5.57920080468999e-06,2.23170501398687e-05,0.000460050327106715,0.988097173798546,0.000815392010446851,0.00995168742179696,0.000647800191158743
"23",0.000639061044061489,0.000229683356954715,0.0641743929491701,0.00400273985382493,0.00078402031705682,0.00855332031996107,0.921616782158971
"24",0.967132550208666,6.89801213200111e-06,0.0232325756423667,0.00676333991822288,5.99526505031017e-07,0.00286340711190694,6.29580200517897e-07
"25",0.260262877536434,0.000456251296832943,0.352737908641074,0.307242304755781,0.0141884415249318,0.0434880964014312,0.0216241198435151
"26",0.00142511010937639,1.78126958297496e-05,0.0206912728314675,0.000141782961692473,0.829410675895968,0.00032771189335021,0.147985633612316
"27",6.99955340527407e-05,4.52882765748454e-05,0.003199519826763,0.000157544470010076,0.00306092644343436,0.00139286962913171,0.992073855820033
"28",0.00372849607017331,1.51132977004633e-05,0.000222898534412921,0.898233581933727,0.00217504469432234,0.0947858407813365,0.000839024688327915
"29",3.46176725318027e-05,0.00023856764192627,0.962547623338129,0.0368042333049352,5.48083633915231e-07,0.000267695883327332,0.000106714075516671
"30",0.00177133087944591,2.22747977498283e-05,7.05085572733713e-05,0.0154223779661689,0.000122027439935151,0.982591457390151,2.29692756773599e-08
"31",0.00366808845699199,0.011825017624973,0.00516069085789758,0.0443675554400676,0.00253468378620133,0.35011165691807,0.582332306915798
"32",0.000542527191030427,0.00010640228197751,0.00198917082387439,0.00160879860759323,0.980385490530471,0.0134751200421496,0.00189249052290438
