"","X0.1","X1.1","X2.1","X3.1","X4.1","X5.1","X6.1"
"1",0.000650096132762722,6.99592080198605e-05,0.00124459535205807,0.000824930004807456,0.000155318969428949,0.990095762382328,0.00695933795059469
"2",9.28275926743098e-05,0.945615419743287,0.00239028115312316,0.00848940035762167,0.00325717061852951,0.0383143884876215,0.00184051204714248
"3",1.27689302084027e-05,0.989083018183155,0.00368074556846033,0.00229648131747554,0.00040327931103027,0.00141876069516386,0.00310494599450684
"4",5.13145853022812e-06,0.000933476439759652,0.997794355533754,0.000301579409426779,2.91030772565046e-05,0.000824124296720201,0.000112229784552372
"5",0.00263711842238827,1.38881298403735e-05,0.00024961302429204,0.000133929124884549,0.000288046339532488,0.000183053458951429,0.996494351500111
"6",6.62705951312258e-05,0.000159725753142485,0.0272203137092523,0.000343050607118474,0.00209502579019295,0.00150180932712169,0.968613804218041
"7",0.00468901186271523,1.5575698987272e-05,0.98240424258604,0.0122454320490237,0.000172231691499004,0.000334923546163329,0.000138582565570993
"8",0.000122596651975109,4.28747117349555e-05,0.000589572121565644,0.00138255849788929,0.995252110640963,0.00246192786005998,0.000148359515812026
"9",0.999940963650888,1.50611704466125e-11,5.57422045614199e-07,1.56286924793699e-08,3.28217760702896e-08,5.67121335264526e-05,1.71832800975247e-06
"10",0.0161636530138052,1.76927788090694e-05,0.00109698512825122,0.000975317984635365,0.00468594555634619,0.00545710883395954,0.971603296704193
"11",0.0039286533114779,5.82245901549419e-05,3.31408717922213e-05,0.00025409315786457,0.0638895652012682,0.922170898652876,0.00966542421456654
"12",9.90602141569218e-07,2.58369439224005e-05,0.000518889397765111,3.72024551565826e-05,0.000121176657838291,7.13812315188391e-05,0.999224522711657
"13",0.0103347338120306,2.86077837990145e-05,0.00909579577181043,0.000409135321032423,0.97452121775777,0.00281829000681829,0.00279221954673964
"14",1.05165907300692e-06,0.992385289836333,0.000648201566952194,0.00439783010973388,0.000893278861889881,0.000896914003420405,0.000777433962598053
"15",1.0595074111062e-05,0.00462271390070981,0.00107256720977883,0.979458700858058,0.00119090058627531,0.0136388558216403,5.66654942681104e-06
"16",0.00887562744357151,0.00089401404183084,0.0245740194833577,0.275154860100894,0.0822698043313941,0.135861476054169,0.472370198544783
"17",5.46494603657001e-06,3.33581766643262e-05,0.996522159363171,0.000453671914330051,2.95934641012239e-08,0.0002101019503106,0.00277521405602361
"18",0.000167861736284303,0.0505425260390491,0.00602547474542455,0.00800100520403269,0.896826422008082,0.0316565804267681,0.00678012984035942
"19",0.000307206753463487,6.22232732654566e-06,8.49158537932231e-06,4.4786798844518e-06,0.99294880575705,0.00378340254922207,0.00294139234767378
"20",0.00261942744385505,2.81340940628281e-06,3.45962847425215e-05,0.0250833229348334,0.0262005348205427,0.946030297451351,2.90076552692656e-05
